# I matrix for ω = 3.00 eV
0.068612	0.524011	0.722074	0.266244	0.343095	0.663234	1.311864	0.689159	0.595884	2.194834	8.353547	4.861506	3.334253	77.860001	38.409755	12.328127	329.218127	107.604491	4.146249	227.262706	47.827056	15.408253	290.709919	86.387719	-12.475920	51.612933	18.861210	-5.007083	4.980350	2.171635	-1.040349	0.886851	1.184689	0.557843	0.546356	0.610971	0.488557	0.365624	0.321877	0.326387
-0.137054	0.425746	0.616396	0.072273	0.330740	0.388695	1.211503	0.932639	0.266460	2.314484	8.861097	4.435838	4.758383	78.581943	36.155388	20.798779	329.423985	99.049004	12.192590	223.584017	43.068431	22.470655	291.883213	79.911871	-11.270148	52.446822	17.497331	-4.815395	5.086561	2.000643	-0.981999	0.926931	1.139296	0.532386	0.554887	0.627859	0.504013	0.377991	0.330479	0.331762
-0.496054	0.156108	0.265369	-0.293480	0.372007	-0.324487	0.707935	1.614267	-0.473057	2.291445	10.316482	3.342934	9.936511	79.711191	28.007138	50.327626	326.784174	73.152149	38.591761	210.429571	29.031379	46.561746	291.954165	61.444592	-6.845718	54.311811	13.510650	-4.124483	5.375009	1.457114	-0.800626	1.070131	1.015555	0.445121	0.559066	0.663976	0.547358	0.419990	0.364841	0.357459
0.063315	0.090250	-0.021259	0.058648	0.608112	-0.317868	-0.152214	1.953631	-0.231007	1.783203	11.356036	2.111367	22.168778	78.904592	9.951303	109.976388	313.275275	31.177764	86.264523	183.963435	6.952357	94.431585	281.126191	34.364419	2.871733	55.143586	7.488028	-2.738849	5.755959	0.536306	-0.539584	1.346914	0.885258	0.304035	0.506592	0.662400	0.585498	0.482470	0.431392	0.417718
1.442304	0.790522	0.670046	1.084215	0.729960	1.668347	0.355573	0.850927	1.772420	3.881634	9.273811	-0.817256	46.269181	76.175675	-18.814001	200.303884	280.153461	-16.127660	146.676631	144.372103	-17.138102	168.548277	246.567956	5.693015	19.652812	51.535722	1.008784	-0.633196	5.916995	-0.465139	-0.328660	1.622235	0.869392	0.240077	0.408489	0.554570	0.531064	0.491024	0.477476	0.478603
0.167091	0.670257	0.592584	0.117715	0.470990	0.503875	2.103053	0.950809	-0.084418	11.070449	9.324420	-7.527543	75.759106	73.445694	-32.143252	292.903505	217.996184	-35.517118	188.486007	96.301521	-21.951335	251.779677	181.488757	-13.177026	41.246072	40.771421	-3.787462	2.246992	5.020529	-0.967494	-0.015752	1.521800	0.847213	0.413265	0.463982	0.447466	0.382713	0.373571	0.402505	0.437009
0.868383	0.120815	-0.310126	0.481672	0.726058	-0.245627	0.570924	2.299668	-0.027906	10.885454	11.162009	7.943320	89.283764	46.956211	36.751325	338.782354	114.601293	15.732434	178.677762	39.035929	33.628525	299.985572	96.751069	-10.071379	58.603262	24.279099	-5.518763	5.678765	2.763414	-1.139527	0.863292	1.196901	0.473173	0.516081	0.684743	0.572315	0.403304	0.322861	0.313358	0.335647
0.456181	1.063937	1.277607	0.589349	0.303625	1.977572	2.849420	-0.784080	9.784406	15.892067	-7.821170	57.421950	103.759230	-20.833296	197.361593	311.464630	1.199878	109.621323	128.452671	-16.481543	167.015638	267.617140	20.786948	18.330334	60.909345	6.448835	-2.411603	7.068118	0.700539	-1.135365	1.440698	1.211846	0.317044	0.356271	0.567530	0.582158	0.523863	0.474379	0.442057	0.428070
0.882609	0.203763	0.301931	0.737653	0.459210	1.459757	1.372826	1.850045	12.235304	14.871594	6.379991	97.717571	76.584804	10.915960	331.150830	181.667804	-4.135398	141.295513	55.821124	10.004977	292.952841	154.220233	-11.069155	57.491010	41.691074	-5.036447	4.265017	5.312035	-1.187120	0.226789	1.377049	0.657022	0.495208	0.649353	0.554227	0.389523	0.335363	0.363299	0.411216	0.454839
0.211668	0.372556	0.384689	0.741025	1.148249	2.526706	0.461670	8.767591	28.181086	-5.236236	64.207793	136.782997	-12.293785	201.133932	329.489476	20.981721	75.921140	102.944290	-18.632324	178.447350	278.436109	32.490688	22.455683	70.623640	11.515895	-2.833980	7.902737	1.882977	-1.391512	0.978194	1.418307	0.483458	0.318826	0.556185	0.630009	0.561002	0.465959	0.393237	0.357943	0.357733
0.458657	2.375314	2.464872	0.757217	5.814583	3.055388	4.959830	32.880980	7.692622	29.015206	151.243043	53.928424	75.153973	361.335841	134.342629	18.387017	94.626547	11.731662	69.908613	311.981334	125.687403	0.485079	74.132727	41.543508	-4.561110	5.760371	6.385048	-1.391880	-0.124243	1.735796	0.626068	0.286117	0.692572	0.705788	0.468881	0.339749	0.348168	0.404463	0.455909	0.491538
1.407448	0.665292	0.859942	4.943950	4.040179	3.942592	33.557341	26.349342	11.418750	151.509831	121.260806	28.359834	321.128139	230.670672	14.826291	56.892157	28.034029	20.060192	283.657689	205.467202	10.333634	65.041215	69.063293	3.097340	1.961527	9.657813	0.648750	-1.316478	1.506263	0.984517	0.416657	0.602964	0.586231	0.494622	0.503277	0.514049	0.468621	0.405718	0.369568	0.369793
6.172259	1.418643	8.919459	12.287978	2.475200	49.059745	47.885154	11.524403	174.760303	167.848697	39.094705	280.326760	267.241131	33.668797	24.242560	14.323932	12.068411	257.589998	239.491300	34.692492	63.316698	87.235168	15.907141	0.228615	11.266805	3.670082	-1.952283	1.004027	1.283859	0.552219	0.477603	0.511497	0.633717	0.652863	0.507657	0.358288	0.312052	0.352763	0.422357	0.482550
25.890776	34.008423	22.572094	34.952983	98.805388	62.445644	62.930705	234.854425	190.218392	87.856066	255.591319	233.795810	43.148774	1.657953	-13.645785	45.873495	253.451658	218.884562	56.303248	84.551428	99.142920	24.587437	2.389906	13.739816	5.673393	-1.739907	0.535418	1.509419	0.575634	0.440894	0.463883	0.706437	0.722547	0.476307	0.338770	0.378114	0.452318	0.478083	0.464502	0.445517
123.190029	126.089386	161.354003	175.280030	129.796972	184.580888	276.273359	181.068693	104.943763	174.456545	143.545937	37.648329	1.812431	13.836107	105.829752	212.191212	161.754431	93.704626	120.260693	96.491958	27.946783	11.508523	16.123402	6.034550	-0.770574	0.332334	1.762027	0.431301	0.414784	0.485557	0.673293	0.781957	0.508018	0.373470	0.451025	0.487239	0.428843	0.367942	0.362206	0.403518
180.047673	180.965065	158.882469	141.651656	181.756640	184.435121	97.361378	60.702858	109.575339	124.498460	83.732335	44.456081	42.627023	95.111874	149.418536	152.179138	144.247672	133.116895	83.747543	35.906050	22.839930	17.065510	5.509369	0.056464	1.435312	1.331150	0.483318	0.179769	0.661979	0.584385	0.788170	0.611515	0.398651	0.477852	0.501880	0.392945	0.325171	0.362503	0.445969	0.513402
127.586435	116.261842	114.896349	135.218202	121.364352	74.805462	71.157146	115.187570	132.682099	94.671475	45.234526	37.511537	81.609448	137.938020	165.773335	159.978245	128.517751	83.410276	47.687595	28.211331	15.054633	5.944291	2.512187	1.521372	1.050767	0.359253	0.184931	0.621950	0.701801	0.624927	0.748980	0.463991	0.444673	0.527371	0.411231	0.314885	0.366750	0.464689	0.513097	0.509347
85.407126	103.212001	122.312010	102.570735	72.957942	83.174232	118.262697	123.042915	83.753021	41.446172	42.703229	88.487367	142.390990	170.329807	161.925590	127.422476	86.311703	52.195796	29.241586	14.933674	6.873390	3.460426	1.947855	0.561265	0.282761	0.436944	0.404795	0.778959	0.620427	0.655851	0.665673	0.405017	0.496708	0.484222	0.331755	0.340621	0.451370	0.499619	0.475369	0.446822
122.822407	103.366399	69.909930	64.965396	94.290800	120.396817	108.537012	68.028417	41.124409	56.055705	104.494429	152.661524	172.938451	159.948108	124.754599	84.452556	51.420453	28.669299	14.871428	7.263342	3.444929	1.783320	0.882650	0.143250	0.347033	0.580781	0.493906	0.796123	0.586487	0.654292	0.590612	0.382804	0.507186	0.425860	0.310949	0.398358	0.490478	0.473109	0.430832	0.439170
